# Residuals   
# Time        	p_rgh         
0.00995864    	8.316070e-03
0.00997932    	8.052433e-03
0.01          	7.963111e-03
0.0100208     	8.061564e-03
0.0100417     	8.072365e-03
0.0100625     	8.072057e-03
0.0100832     	8.027743e-03
0.010104      	8.026413e-03
0.0101247     	8.012312e-03
0.0101454     	8.050083e-03
0.0101661     	8.095915e-03
0.0101868     	8.234083e-03
0.0102075     	8.300601e-03
0.0102282     	8.448657e-03
0.0102488     	8.493783e-03
0.0102694     	1.278784e-02
0.01029       	1.596375e-02
0.0103105     	1.661272e-02
0.0103311     	1.486415e-02
0.0103516     	1.555251e-02
0.0103722     	1.635785e-02
0.0103927     	1.535350e-02
0.0104131     	1.662656e-02
0.0104336     	1.669079e-02
0.0104541     	1.573420e-02
0.0104745     	1.637323e-02
0.0104949     	1.654522e-02
0.0105153     	2.479330e-02
0.0105357     	2.919912e-02
0.0105561     	2.985673e-02
0.0105764     	3.130194e-02
0.0105967     	2.985549e-02
0.010617      	3.012404e-02
0.0106373     	2.936215e-02
0.0106576     	3.286700e-02
0.0106779     	3.334450e-02
0.0106981     	3.213752e-02
0.0107184     	3.311518e-02
0.0107386     	3.125147e-02
0.0107588     	2.589763e-02
0.0107789     	2.628321e-02
0.0107991     	2.606341e-02
0.0108192     	2.427468e-02
0.0108394     	2.640045e-02
0.0108595     	2.337976e-02
0.0108796     	2.607803e-02
0.0108997     	2.457003e-02
0.0109197     	2.462416e-02
0.0109398     	2.466321e-02
0.0109598     	2.382315e-02
0.0109798     	2.411626e-02
0.0109998     	2.383372e-02
0.0110197     	2.399238e-02
0.0110396     	2.446056e-02
0.0110594     	2.496089e-02
0.0110792     	2.481292e-02
0.011099      	2.473592e-02
0.0111188     	2.333179e-02
0.0111385     	2.438075e-02
0.0111583     	2.430235e-02
0.011178      	2.407072e-02
0.0111977     	2.391709e-02
0.0112173     	2.337909e-02
0.011237      	2.342845e-02
0.0112566     	2.376222e-02
0.0112763     	2.133921e-02
0.0112959     	2.369222e-02
0.0113155     	2.216085e-02
0.0113351     	2.231168e-02
0.0113547     	2.315242e-02
0.0113743     	2.294266e-02
0.0113939     	2.264419e-02
0.0114135     	2.177414e-02
0.0114331     	2.283864e-02
0.0114527     	2.209237e-02
0.0114723     	2.240297e-02
0.0114919     	2.237048e-02
0.0115115     	2.094574e-02
0.0115311     	2.116289e-02
0.0115507     	2.218655e-02
0.0115702     	2.111548e-02
0.0115897     	2.198977e-02
0.0116093     	2.102526e-02
0.0116288     	2.134318e-02
0.0116481     	2.115674e-02
0.0116676     	2.100273e-02
0.011687      	2.119888e-02
0.0117064     	2.087007e-02
0.0117257     	2.040151e-02
0.011745      	2.064673e-02
0.0117644     	2.056923e-02
0.0117836     	2.011669e-02
0.0118029     	1.918271e-02
0.0118222     	2.006056e-02
0.0118415     	1.916290e-02
0.0118607     	1.817031e-02
0.0118799     	1.896011e-02
0.011899      	1.919456e-02
0.0119182     	1.861505e-02
0.0119374     	1.903136e-02
0.0119565     	1.851448e-02
0.0119755     	1.846246e-02
0.0119946     	1.768301e-02
0.0120138     	1.744890e-02
0.0120329     	1.803360e-02
0.0120519     	1.765794e-02
0.0120708     	1.652719e-02
0.0120898     	1.765695e-02
0.0121089     	1.691387e-02
0.0121279     	1.739993e-02
0.0121468     	1.601839e-02
0.0121657     	1.687842e-02
0.0121846     	1.705235e-02
0.0122036     	1.691857e-02
0.0122225     	1.675250e-02
0.0122414     	1.639324e-02
0.0122602     	1.639781e-02
0.012279      	1.659226e-02
0.0122979     	1.644357e-02
0.0123167     	1.454195e-02
0.0123356     	1.589929e-02
0.0123543     	1.576202e-02
0.0123731     	1.560912e-02
0.0123918     	1.570261e-02
0.0124106     	1.528938e-02
0.0124294     	1.499786e-02
0.0124481     	1.541693e-02
0.0124668     	1.509020e-02
0.0124854     	1.499505e-02
0.0125041     	1.510282e-02
0.0125228     	1.535985e-02
0.0125415     	1.485970e-02
0.0125602     	1.504094e-02
0.0125787     	1.459805e-02
0.0125973     	1.411405e-02
0.0126159     	1.482850e-02
0.0126345     	1.491905e-02
0.012653      	1.481953e-02
0.0126716     	1.405041e-02
0.0126901     	1.349669e-02
0.0127086     	1.405019e-02
0.0127271     	1.422646e-02
0.0127456     	1.432876e-02
0.0127641     	1.415212e-02
0.0127826     	1.404597e-02
0.012801      	1.257881e-02
0.0128194     	1.372003e-02
0.0128378     	1.364723e-02
0.0128562     	1.359388e-02
0.0128745     	1.360319e-02
0.0128929     	1.348188e-02
0.0129112     	1.273136e-02
0.0129295     	1.341397e-02
0.0129478     	1.360148e-02
0.0129661     	1.324567e-02
0.0129844     	1.317613e-02
0.0130027     	1.314184e-02
0.0130209     	1.289281e-02
0.0130391     	1.323464e-02
0.0130573     	1.373771e-02
0.0130755     	1.336689e-02
0.0130937     	1.333653e-02
0.0131118     	1.290614e-02
0.01313       	1.284371e-02
0.0131481     	1.222345e-02
0.0131662     	1.310832e-02
0.0131844     	1.318958e-02
0.0132024     	1.327869e-02
0.0132205     	1.318948e-02
0.0132385     	1.254655e-02
0.0132566     	1.276230e-02
0.0132746     	1.231413e-02
0.0132926     	1.264713e-02
0.0133106     	1.290274e-02
0.0133286     	1.299427e-02
0.0133466     	1.294952e-02
0.0133645     	1.282595e-02
0.0133824     	1.279314e-02
0.0134004     	1.221425e-02
0.0134183     	1.187011e-02
0.0134362     	1.242356e-02
0.013454      	1.266214e-02
0.0134719     	1.280787e-02
0.0134898     	1.273530e-02
0.0135076     	1.260589e-02
0.0135254     	1.254891e-02
0.0135433     	1.250315e-02
0.0135611     	1.215112e-02
0.0135788     	1.235327e-02
0.0135966     	1.624740e-02
0.0136144     	2.149222e-02
0.0136322     	2.107333e-02
0.0136499     	2.229516e-02
0.0136676     	2.276923e-02
0.0136854     	2.367446e-02
0.0137031     	2.420082e-02
0.0137207     	2.247711e-02
0.0137384     	1.992811e-02
0.0137561     	1.890902e-02
0.0137737     	1.818050e-02
0.0137913     	1.850747e-02
0.0138089     	1.779070e-02
0.0138265     	2.340298e-02
0.0138441     	2.350467e-02
0.0138617     	2.453438e-02
0.0138792     	2.280927e-02
0.0138968     	2.313071e-02
0.0139143     	2.284959e-02
0.0139318     	2.170108e-02
0.0139493     	2.254658e-02
0.0139668     	2.229798e-02
0.0139842     	2.180060e-02
0.0140016     	2.194878e-02
0.0140191     	2.205747e-02
0.0140365     	2.340214e-02
0.0140539     	2.285407e-02
0.0140712     	2.260018e-02
0.0140886     	2.376552e-02
0.0141059     	2.375578e-02
0.0141231     	2.309023e-02
0.0141404     	2.324650e-02
0.0141576     	2.275352e-02
0.0141748     	2.345600e-02
0.014192      	2.179267e-02
0.0142092     	2.344741e-02
0.0142264     	2.254021e-02
0.0142435     	2.331067e-02
0.0142607     	2.202334e-02
0.0142779     	2.332768e-02
0.0142951     	2.202866e-02
0.0143123     	2.326391e-02
0.0143294     	2.257756e-02
0.0143465     	2.228061e-02
0.0143637     	2.242943e-02
0.0143808     	2.134353e-02
0.014398      	2.203544e-02
0.0144152     	2.170020e-02
0.0144323     	2.142644e-02
0.0144495     	2.218484e-02
0.0144666     	2.069897e-02
0.0144837     	2.188665e-02
0.0145009     	2.173855e-02
0.014518      	2.074850e-02
0.0145351     	2.113220e-02
0.0145523     	2.115446e-02
0.0145694     	1.999581e-02
0.0145865     	2.077738e-02
0.0146036     	2.092872e-02
0.0146206     	1.937740e-02
0.0146377     	2.028060e-02
0.0146547     	2.058972e-02
0.0146717     	2.070881e-02
0.0146887     	2.070929e-02
0.0147057     	2.002382e-02
0.0147227     	2.047688e-02
0.0147397     	1.912815e-02
0.0147567     	2.006000e-02
0.0147735     	1.969421e-02
0.0147903     	1.897486e-02
0.0148071     	1.876167e-02
0.0148239     	1.903671e-02
0.0148407     	1.903546e-02
0.0148576     	1.879345e-02
0.0148745     	1.935753e-02
0.0148913     	1.899637e-02
0.0149081     	1.921627e-02
0.0149249     	1.888050e-02
0.0149417     	1.843432e-02
0.0149584     	1.879767e-02
0.014975      	1.854066e-02
0.0149916     	1.798802e-02
0.0150083     	1.779145e-02
0.015025      	1.804941e-02
0.0150417     	1.804006e-02
0.0150584     	1.815580e-02
0.0150751     	1.730535e-02
0.0150918     	1.737751e-02
0.0151084     	1.789859e-02
0.015125      	1.785664e-02
0.0151417     	1.699615e-02
0.0151583     	1.747827e-02
0.0151749     	1.730884e-02
0.0151915     	1.689753e-02
0.0152081     	1.690430e-02
0.0152246     	1.590461e-02
0.0152411     	1.649614e-02
0.0152576     	1.673837e-02
0.0152741     	1.669273e-02
0.0152906     	1.676222e-02
0.015307      	1.526967e-02
0.0153235     	1.601673e-02
0.01534       	1.637076e-02
0.0153564     	1.609253e-02
0.0153728     	1.613680e-02
0.0153892     	1.559779e-02
0.0154056     	1.583315e-02
0.0154219     	1.587679e-02
0.0154383     	1.553348e-02
0.0154546     	1.551109e-02
0.015471      	1.541966e-02
0.0154873     	1.519857e-02
0.0155036     	1.560705e-02
0.0155199     	1.532768e-02
0.0155362     	1.541563e-02
0.0155524     	1.506277e-02
0.0155686     	1.481592e-02
0.0155849     	1.468441e-02
0.0156011     	1.532055e-02
0.0156173     	1.532027e-02
0.0156336     	1.474656e-02
0.0156498     	1.486009e-02
0.015666      	1.424879e-02
0.0156821     	1.458083e-02
0.0156983     	1.472253e-02
0.0157145     	1.496337e-02
0.0157306     	1.499587e-02
0.0157468     	1.466354e-02
0.0157629     	1.463231e-02
0.0157789     	1.429521e-02
0.015795      	1.450495e-02
0.015811      	1.463908e-02
0.0158271     	1.479992e-02
0.0158432     	1.466876e-02
0.0158594     	1.473596e-02
0.0158755     	1.363669e-02
0.0158914     	1.411702e-02
0.0159074     	1.411701e-02
0.0159233     	1.415477e-02
0.0159393     	1.422389e-02
0.0159553     	1.428647e-02
0.0159713     	1.426914e-02
0.0159873     	1.361909e-02
0.0160033     	1.409399e-02
0.0160192     	1.379304e-02
0.016035      	1.382859e-02
0.0160509     	1.382043e-02
0.0160668     	1.396827e-02
0.0160827     	1.403112e-02
0.0160986     	1.392763e-02
0.0161146     	1.375051e-02
0.0161304     	1.392965e-02
0.0161462     	1.345387e-02
0.016162      	1.337326e-02
0.0161777     	1.340198e-02
0.0161936     	1.361429e-02
0.0162095     	1.316318e-02
0.0162253     	1.385624e-02
0.0162412     	1.400666e-02
0.016257      	1.371569e-02
0.0162728     	1.331181e-02
0.0162884     	1.317501e-02
0.0163042     	1.330029e-02
0.01632       	1.341810e-02
0.0163358     	1.373590e-02
0.0163515     	1.479524e-02
0.0163673     	1.887972e-02
0.0163831     	1.856111e-02
0.0163989     	1.959146e-02
0.0164145     	1.922700e-02
0.0164302     	1.889896e-02
0.0164458     	1.910709e-02
0.0164616     	1.972129e-02
0.0164773     	1.923983e-02
0.0164931     	1.771926e-02
0.0165088     	1.719456e-02
0.0165245     	1.694851e-02
0.0165403     	1.680427e-02
0.0165558     	1.576400e-02
0.0165714     	1.636233e-02
0.016587      	1.668542e-02
0.0166027     	1.692855e-02
0.0166184     	1.711236e-02
0.0166341     	1.667181e-02
0.0166499     	1.718299e-02
0.0166656     	1.702135e-02
0.0166813     	1.619466e-02
0.016697      	1.665370e-02
0.0167125     	1.603992e-02
0.0167281     	1.591691e-02
0.0167437     	1.644180e-02
0.0167594     	1.636706e-02
0.016775      	1.642359e-02
0.0167907     	1.601006e-02
0.0168063     	1.654254e-02
0.016822      	1.859085e-02
0.0168376     	1.897924e-02
0.0168533     	1.960623e-02
0.0168688     	1.921436e-02
0.0168843     	1.892595e-02
0.0168998     	1.797821e-02
0.0169154     	1.905725e-02
0.016931      	1.924117e-02
0.0169465     	1.876939e-02
0.0169621     	1.807574e-02
0.0169777     	1.903857e-02
0.0169933     	1.936534e-02
0.0170088     	1.887868e-02
0.0170243     	1.901194e-02
0.0170398     	1.863528e-02
0.0170552     	1.913844e-02
0.0170706     	1.909580e-02
0.017086      	1.929740e-02
0.0171015     	1.882681e-02
0.017117      	1.907805e-02
0.0171325     	1.833848e-02
0.017148      	1.931367e-02
0.0171635     	1.843503e-02
0.017179      	1.922562e-02
0.0171944     	1.849035e-02
0.0172098     	1.798445e-02
0.0172251     	1.818024e-02
0.0172404     	1.781904e-02
0.0172558     	1.799772e-02
0.0172712     	1.791475e-02
0.0172866     	1.782649e-02
0.017302      	1.820251e-02
0.0173174     	1.871047e-02
0.0173328     	1.851410e-02
0.0173483     	1.840097e-02
0.0173637     	1.839384e-02
0.0173791     	1.808498e-02
0.0173944     	1.756111e-02
0.0174097     	1.703751e-02
0.017425      	1.717766e-02
0.0174403     	1.660023e-02
0.0174557     	1.738518e-02
0.0174712     	1.756404e-02
0.0174866     	1.768186e-02
0.017502      	1.671909e-02
0.0175174     	1.733369e-02
0.0175328     	1.720718e-02
0.0175483     	1.713253e-02
0.0175637     	1.684473e-02
0.0175791     	1.701857e-02
0.0175944     	1.613172e-02
0.0176097     	1.650360e-02
0.0176251     	1.668684e-02
0.0176404     	1.677824e-02
0.0176557     	1.686431e-02
0.017671      	1.678450e-02
0.0176863     	1.681618e-02
0.0177016     	1.659560e-02
0.0177168     	1.644310e-02
0.017732      	1.615892e-02
0.0177472     	1.586000e-02
0.0177625     	1.590308e-02
0.0177777     	1.615186e-02
0.0177929     	1.570517e-02
0.017808      	1.505023e-02
0.0178231     	1.526173e-02
0.0178382     	1.526005e-02
0.0178534     	1.536835e-02
0.0178685     	1.533853e-02
0.0178836     	1.491957e-02
0.0178987     	1.559510e-02
0.0179138     	1.542301e-02
0.0179289     	1.539524e-02
0.0179441     	1.541731e-02
0.0179592     	1.520026e-02
0.0179743     	1.546518e-02
0.0179894     	1.545792e-02
0.0180045     	1.522935e-02
0.0180197     	1.492720e-02
0.0180347     	1.453170e-02
0.0180497     	1.467259e-02
0.0180647     	1.453539e-02
0.0180797     	1.455423e-02
0.0180947     	1.443481e-02
0.0181097     	1.395401e-02
0.0181247     	1.426578e-02
0.0181397     	1.465121e-02
0.0181547     	1.462229e-02
0.0181697     	1.442239e-02
0.0181847     	1.407745e-02
0.0181997     	1.417929e-02
0.0182147     	1.401301e-02
0.0182296     	1.414975e-02
0.0182444     	1.421372e-02
0.0182594     	1.434149e-02
0.0182745     	1.341227e-02
0.0182895     	1.401177e-02
0.0183045     	1.395560e-02
0.0183195     	1.395137e-02
0.0183345     	1.410646e-02
0.0183495     	1.425044e-02
0.0183645     	1.410703e-02
0.0183793     	1.429175e-02
0.0183942     	1.435099e-02
0.0184091     	1.346672e-02
0.018424      	1.349769e-02
0.0184387     	1.307531e-02
0.0184534     	1.268648e-02
0.0184681     	1.299204e-02
0.018483      	1.321171e-02
0.0184979     	1.323126e-02
0.0185128     	1.321207e-02
0.0185276     	1.299512e-02
0.0185425     	1.236184e-02
0.0185574     	1.297741e-02
0.0185722     	1.298969e-02
0.0185871     	1.315482e-02
0.018602      	1.329578e-02
0.0186169     	1.331333e-02
0.0186316     	1.285473e-02
0.0186463     	1.272419e-02
0.018661      	1.282106e-02
0.0186757     	1.243221e-02
0.0186904     	1.251018e-02
0.0187052     	1.231749e-02
0.0187199     	1.230017e-02
0.0187346     	1.209318e-02
0.0187493     	1.248942e-02
0.018764      	1.272833e-02
0.0187787     	1.283201e-02
0.0187934     	1.285783e-02
0.0188082     	1.280022e-02
0.0188229     	1.251424e-02
0.0188374     	1.214784e-02
0.0188519     	1.194604e-02
0.0188665     	1.229305e-02
0.018881      	1.220887e-02
0.0188955     	1.199673e-02
0.0189101     	1.194366e-02
0.0189246     	1.194516e-02
0.0189391     	1.184910e-02
0.0189537     	1.135877e-02
0.0189682     	1.444946e-02
0.0189827     	1.513163e-02
0.0189973     	1.607122e-02
0.0190118     	1.623204e-02
0.0190263     	1.596886e-02
0.0190409     	1.654418e-02
0.0190554     	1.628423e-02
0.0190699     	1.523803e-02
0.0190845     	1.447380e-02
0.019099      	1.425159e-02
0.0191135     	1.429732e-02
0.019128      	1.393353e-02
0.0191426     	1.392840e-02
0.0191571     	1.368797e-02
0.0191716     	1.398845e-02
0.0191862     	1.374154e-02
0.0192007     	1.405589e-02
0.0192152     	1.407750e-02
0.0192298     	1.418936e-02
0.0192443     	1.367649e-02
0.0192588     	1.324207e-02
0.0192734     	1.354463e-02
0.0192876     	1.322421e-02
0.0193022     	1.356041e-02
0.0193167     	1.329755e-02
0.0193312     	1.370399e-02
0.0193458     	1.375449e-02
0.0193603     	1.374713e-02
0.0193749     	1.372925e-02
0.0193894     	1.387698e-02
0.0194039     	1.352814e-02
0.0194181     	1.316046e-02
